"","state_fips","county_fips","STNAME","CTYNAME","YEAR","TOT_POP","WA","BA","IA","AA","Na","NH","H"
"4.73341",16,1,"Idaho","Ada County",4,401100,372001,4781,3292,10118,837,371913,29187
"4.73474",16,3,"Idaho","Adams County",4,3982,3857,9,39,17,4,3872,110
"4.73607",16,5,"Idaho","Bannock County",4,83562,76896,692,2860,1125,217,77641,5921
"4.73740",16,7,"Idaho","Bear Lake County",4,5952,5825,12,42,24,1,5720,232
"4.73873",16,9,"Idaho","Benewah County",4,9168,7921,35,833,30,7,8895,273
"4.74006",16,11,"Idaho","Bingham County",4,45884,41189,213,3312,326,50,37827,8057
"4.74139",16,13,"Idaho","Blaine County",4,21104,20261,60,316,195,32,16827,4277
"4.74272",16,15,"Idaho","Boise County",4,7011,6731,22,74,33,9,6772,239
"4.74405",16,17,"Idaho","Bonner County",4,40831,39337,88,345,208,45,39861,970
"4.74538",16,19,"Idaho","Bonneville County",4,105797,100954,707,1188,972,112,93293,12504
"4.74671",16,21,"Idaho","Boundary County",4,10821,10285,33,212,63,6,10421,400
"4.74804",16,23,"Idaho","Butte County",4,2798,2713,14,19,7,5,2658,140
"4.74937",16,25,"Idaho","Camas County",4,1099,1046,10,13,1,0,1024,75
"4.75070",16,27,"Idaho","Canyon County",4,191386,180242,1382,3129,1759,550,145204,46182
"4.75203",16,29,"Idaho","Caribou County",4,6857,6678,9,41,31,12,6509,348
"4.75336",16,31,"Idaho","Cassia County",4,23146,22197,112,307,162,31,17284,5862
"4.75469",16,33,"Idaho","Clark County",4,954,903,7,19,8,0,554,400
"4.75602",16,35,"Idaho","Clearwater County",4,8626,8174,26,192,56,10,8329,297
"4.75735",16,37,"Idaho","Custer County",4,4351,4243,12,27,12,3,4176,175
"4.75868",16,39,"Idaho","Elmore County",4,26187,23275,746,406,760,111,22042,4145
"4.76001",16,41,"Idaho","Franklin County",4,12806,12517,32,76,16,9,11939,867
"4.76134",16,43,"Idaho","Fremont County",4,13126,12688,92,116,32,23,11495,1631
"4.76267",16,45,"Idaho","Gem County",4,16727,16071,26,132,127,18,15374,1353
"4.76400",16,47,"Idaho","Gooding County",4,15363,14685,58,234,106,30,11032,4331
"4.76533",16,49,"Idaho","Idaho County",4,16462,15558,48,487,77,8,16012,450
"4.76666",16,51,"Idaho","Jefferson County",4,26327,25359,82,333,121,34,23599,2728
"4.76799",16,53,"Idaho","Jerome County",4,22514,21448,108,533,104,36,15318,7196
"4.76932",16,55,"Idaho","Kootenai County",4,141045,134211,516,1913,1094,176,135434,5611
"4.77065",16,57,"Idaho","Latah County",4,37881,35522,329,314,720,66,36465,1416
"4.77198",16,59,"Idaho","Lemhi County",4,7979,7704,31,71,34,5,7780,199
"4.77331",16,61,"Idaho","Lewis County",4,3793,3467,13,200,19,4,3654,139
"4.77464",16,63,"Idaho","Lincoln County",4,5138,4931,20,67,31,11,3621,1517
"4.77597",16,65,"Idaho","Madison County",4,37884,36470,202,134,407,103,35525,2359
"4.77730",16,67,"Idaho","Minidoka County",4,20167,19154,128,434,113,8,13549,6618
"4.77863",16,69,"Idaho","Nez Perce County",4,39431,35761,147,2269,313,40,38235,1196
"4.77996",16,71,"Idaho","Oneida County",4,4233,4132,9,21,22,3,4098,135
"4.78129",16,73,"Idaho","Owyhee County",4,11403,10467,77,548,88,16,8503,2900
"4.78262",16,75,"Idaho","Payette County",4,22550,21398,68,311,222,19,19095,3455
"4.78395",16,77,"Idaho","Power County",4,7768,7282,71,228,35,13,5410,2358
"4.78528",16,79,"Idaho","Shoshone County",4,12655,12128,40,196,56,18,12234,421
"4.78661",16,81,"Idaho","Teton County",4,10179,9927,36,62,39,16,8404,1775
"4.78794",16,83,"Idaho","Twin Falls County",4,77993,74083,492,992,994,137,66945,11048
"4.78927",16,85,"Idaho","Valley County",4,9606,9318,25,92,39,2,9213,393
"4.79060",16,87,"Idaho","Washington County",4,10134,9679,32,136,107,16,8361,1773
"4.79193",17,1,"Illinois","Adams County",4,67172,63101,2411,116,444,11,66314,858
"4.79326",17,3,"Illinois","Alexander County",4,8013,4926,2874,33,25,10,7853,160
"4.79459",17,5,"Illinois","Bond County",4,17731,16186,1129,103,88,5,17159,572
"4.79592",17,7,"Illinois","Boone County",4,54223,50703,1265,349,737,48,43335,10888
"4.79725",17,9,"Illinois","Brown County",4,6877,5424,1300,84,21,2,6470,407
"4.79858",17,11,"Illinois","Bureau County",4,34640,33639,258,123,263,11,31920,2720
"4.79991",17,13,"Illinois","Calhoun County",4,5067,5019,7,8,13,0,5016,51
"4.80124",17,15,"Illinois","Carroll County",4,15185,14762,145,54,59,3,14718,467
"4.80257",17,17,"Illinois","Cass County",4,13647,12834,543,74,63,7,11224,2423
"4.80390",17,19,"Illinois","Champaign County",4,202706,151573,25818,729,19219,191,191889,10817
"4.80523",17,21,"Illinois","Christian County",4,34720,33627,518,60,192,11,34219,501
"4.80656",17,23,"Illinois","Clark County",4,16219,15954,67,28,56,2,16017,202
"4.80789",17,25,"Illinois","Clay County",4,13731,13454,64,34,73,0,13564,167
"4.80922",17,27,"Illinois","Clinton County",4,38130,35997,1423,130,167,22,37008,1122
"4.81055",17,29,"Illinois","Coles County",4,53751,50242,2091,123,504,17,52561,1190
"4.81188",17,31,"Illinois","Cook County",4,5214988,3435990,1302193,39599,344550,3845,3948662,1266326
"4.81321",17,33,"Illinois","Crawford County",4,19783,18473,954,64,112,9,19398,385
"4.81454",17,35,"Illinois","Cumberland County",4,11068,10868,43,18,45,2,10985,83
"4.81587",17,37,"Illinois","DeKalb County",4,104520,92652,6967,418,2688,63,93645,10875
"4.81720",17,39,"Illinois","De Witt County",4,16548,16154,112,32,76,6,16202,346
"4.81853",17,41,"Illinois","Douglas County",4,19826,19398,85,49,101,3,18554,1272
"4.81986",17,43,"Illinois","DuPage County",4,923352,760284,45834,3767,97429,414,798114,125238
"4.82119",17,45,"Illinois","Edgar County",4,18396,18128,77,32,43,4,18180,216
"4.82252",17,47,"Illinois","Edwards County",4,6684,6567,32,15,22,0,6615,69
"4.82385",17,49,"Illinois","Effingham County",4,34253,33698,97,70,150,9,33633,620
"4.82518",17,51,"Illinois","Fayette County",4,22160,20842,1002,45,54,5,21823,337
"4.82651",17,53,"Illinois","Ford County",4,13954,13632,109,35,46,3,13637,317
"4.82784",17,55,"Illinois","Franklin County",4,40002,39131,170,129,139,3,39482,520
"4.82917",17,57,"Illinois","Fulton County",4,36973,34922,1365,219,126,4,36042,931
"4.83050",17,59,"Illinois","Gallatin County",4,5510,5404,20,15,5,0,5440,70
"4.83183",17,61,"Illinois","Greene County",4,13841,13574,126,29,17,2,13712,129
"4.83316",17,63,"Illinois","Grundy County",4,50045,48305,644,169,384,22,45814,4231
"4.83449",17,65,"Illinois","Hamilton County",4,8416,8271,36,28,17,1,8303,113
"4.83582",17,67,"Illinois","Hancock County",4,19019,18683,67,46,53,12,18808,211
"4.83715",17,69,"Illinois","Hardin County",4,4281,4171,16,26,27,5,4211,70
"4.83848",17,71,"Illinois","Henderson County",4,7201,7075,17,20,19,5,7119,82
"4.83981",17,73,"Illinois","Henry County",4,50267,48458,830,128,215,12,47826,2441
"4.84114",17,75,"Illinois","Iroquois County",4,29510,28705,264,80,127,7,27814,1696
"4.84247",17,77,"Illinois","Jackson County",4,60366,47603,8759,301,2163,46,57881,2485
"4.84380",17,79,"Illinois","Jasper County",4,9740,9614,17,14,28,2,9638,102
"4.84513",17,81,"Illinois","Jefferson County",4,38791,34401,3327,116,315,8,37943,848
"4.84646",17,83,"Illinois","Jersey County",4,22850,22318,118,67,88,6,22607,243
"4.84779",17,85,"Illinois","Jo Daviess County",4,22621,22144,121,46,99,11,21988,633
"4.84912",17,87,"Illinois","Johnson County",4,12635,11402,1044,42,30,4,12256,379
"4.85045",17,89,"Illinois","Kane County",4,519923,454511,31453,5377,19474,383,359504,160419
"4.85178",17,91,"Illinois","Kankakee County",4,113453,92387,17481,423,1154,45,103041,10412
"4.85311",17,93,"Illinois","Kendall County",4,116711,103406,6927,485,3776,44,98213,18498
"4.85444",17,95,"Illinois","Knox County",4,52700,46894,4019,167,407,13,50069,2631
"4.85577",17,97,"Illinois","Lake County",4,701012,583546,51081,5967,46914,555,559221,141791
"4.85710",17,99,"Illinois","LaSalle County",4,113463,108574,2349,344,853,27,104048,9415
"4.85843",17,101,"Illinois","Lawrence County",4,16814,14890,1654,56,55,4,16250,564
"4.85976",17,103,"Illinois","Lee County",4,35515,32878,1805,108,286,11,33677,1838
"4.86109",17,105,"Illinois","Livingston County",4,38844,36108,1986,91,214,5,37263,1581
"4.86242",17,107,"Illinois","Logan County",4,30259,27246,2326,100,206,5,29338,921
"4.86375",17,109,"Illinois","McDonough County",4,32501,29563,1653,84,648,5,31628,873
"4.86508",17,111,"Illinois","McHenry County",4,307899,290557,3684,1339,8184,126,272064,35835
"4.86641",17,113,"Illinois","McLean County",4,170734,145809,12827,503,7910,76,162995,7739
"4.86774",17,115,"Illinois","Macon County",4,110582,88107,18297,255,1235,44,108453,2129
"4.86907",17,117,"Illinois","Macoupin County",4,47807,46633,426,146,141,11,47368,439
"4.87040",17,119,"Illinois","Madison County",4,268500,239222,21384,762,2394,136,260878,7622
"4.87173",17,121,"Illinois","Marion County",4,39014,36496,1572,132,231,9,38436,578
"4.87306",17,123,"Illinois","Marshall County",4,12508,12266,48,29,64,2,12170,338
"4.87439",17,125,"Illinois","Mason County",4,14475,14190,60,45,45,1,14353,122
"4.87572",17,127,"Illinois","Massac County",4,15312,14027,878,68,46,2,14971,341
"4.87705",17,129,"Illinois","Menard County",4,12709,12405,104,31,40,3,12575,134
"4.87838",17,131,"Illinois","Mercer County",4,16350,16102,53,19,57,3,16028,322
"4.87971",17,133,"Illinois","Monroe County",4,33233,32659,96,72,154,10,32746,487
"4.88104",17,135,"Illinois","Montgomery County",4,29839,28492,967,50,116,11,29368,471
"4.88237",17,137,"Illinois","Morgan County",4,35561,32517,2202,114,173,11,34812,749
"4.88370",17,139,"Illinois","Moultrie County",4,14916,14702,48,32,34,1,14758,158
"4.88503",17,141,"Illinois","Ogle County",4,53160,51576,511,157,296,34,48320,4840
"4.88636",17,143,"Illinois","Peoria County",4,186675,141037,33584,722,6275,91,179107,7568
"4.88769",17,145,"Illinois","Perry County",4,22236,19787,1931,82,94,10,21595,641
"4.88902",17,147,"Illinois","Piatt County",4,16672,16352,70,31,59,7,16502,170
"4.89035",17,149,"Illinois","Pike County",4,16377,15899,284,35,40,7,16183,194
"4.89168",17,151,"Illinois","Pope County",4,4452,4094,281,29,11,2,4382,70
"4.89301",17,153,"Illinois","Pulaski County",4,6007,3871,1979,26,13,3,5904,103
"4.89434",17,155,"Illinois","Putnam County",4,5968,5848,36,10,15,1,5699,269
"4.89567",17,157,"Illinois","Randolph County",4,33269,29476,3278,72,119,22,32379,890
"4.89700",17,159,"Illinois","Richland County",4,16219,15833,86,29,124,1,16004,215
"4.89833",17,161,"Illinois","Rock Island County",4,147256,126308,13752,794,2820,63,129792,17464
"4.89966",17,163,"Illinois","St. Clair County",4,270088,177606,82393,814,3407,249,260804,9284
"4.90099",17,165,"Illinois","Saline County",4,24959,23274,1018,97,131,17,24589,370
"4.90232",17,167,"Illinois","Sangamon County",4,198925,166706,24003,473,3424,51,195082,3843
"4.90365",17,169,"Illinois","Schuyler County",4,7485,7183,235,14,20,0,7351,134
"4.90498",17,171,"Illinois","Scott County",4,5232,5155,12,10,13,0,5187,45
"4.90631",17,173,"Illinois","Shelby County",4,22290,22001,61,44,56,5,22089,201
"4.90764",17,175,"Illinois","Stark County",4,5839,5720,38,13,21,0,5778,61
"4.90897",17,177,"Illinois","Stephenson County",4,47396,41443,4396,104,322,19,45974,1422
"4.91030",17,179,"Illinois","Tazewell County",4,135742,131175,1503,411,1044,38,133059,2683
"4.91163",17,181,"Illinois","Union County",4,17702,17097,180,108,62,6,16818,884
"4.91296",17,183,"Illinois","Vermilion County",4,81358,68061,10821,275,587,22,77779,3579
"4.91429",17,185,"Illinois","Wabash County",4,11829,11503,85,25,75,5,11668,161
"4.91562",17,187,"Illinois","Warren County",4,17843,16974,392,65,158,22,16290,1553
"4.91695",17,189,"Illinois","Washington County",4,14586,14295,108,18,45,4,14361,225
"4.91828",17,191,"Illinois","Wayne County",4,16620,16321,58,38,84,2,16429,191
"4.91961",17,193,"Illinois","White County",4,14622,14351,79,49,32,6,14450,172
"4.92094",17,195,"Illinois","Whiteside County",4,58151,55813,929,242,292,16,51555,6596
"4.92227",17,197,"Illinois","Will County",4,680400,554611,78415,2727,33084,299,572433,107967
"4.92360",17,199,"Illinois","Williamson County",4,66741,62119,2683,276,612,12,65364,1377
"4.92493",17,201,"Illinois","Winnebago County",4,293667,241045,36807,1434,7181,119,260578,33089
"4.92626",17,203,"Illinois","Woodford County",4,38913,38013,208,87,228,4,38334,579
"4.92759",18,1,"Indiana","Adams County",4,34351,33819,125,101,86,7,32911,1440
"4.92892",18,3,"Indiana","Allen County",4,358745,293567,43344,1717,10518,383,334779,23966
"4.93025",18,5,"Indiana","Bartholomew County",4,77621,71356,1572,386,3148,63,72837,4784
"4.93158",18,7,"Indiana","Benton County",4,8883,8714,63,15,14,3,8427,456
"4.93291",18,9,"Indiana","Blackford County",4,12680,12385,74,23,30,4,12535,145
"4.93424",18,11,"Indiana","Boone County",4,57886,55328,583,122,1090,14,56521,1365
"4.93557",18,13,"Indiana","Brown County",4,15075,14705,84,56,53,1,14863,212
"4.93690",18,15,"Indiana","Carroll County",4,20066,19716,75,61,28,1,19299,767
"4.93823",18,17,"Indiana","Cass County",4,38920,36788,695,419,484,65,33858,5062
"4.93956",18,19,"Indiana","Clark County",4,111534,99668,8040,435,1037,56,106095,5439
"4.94089",18,21,"Indiana","Clay County",4,26902,26400,116,62,73,9,26565,337
"4.94222",18,23,"Indiana","Clinton County",4,33043,32423,172,111,84,7,28525,4518
"4.94355",18,25,"Indiana","Crawford County",4,10606,10391,36,40,21,9,10457,149
"4.94488",18,27,"Indiana","Daviess County",4,31918,31124,219,110,177,29,30568,1350
"4.94621",18,29,"Indiana","Dearborn County",4,50020,48906,336,99,205,30,49499,521
"4.94754",18,31,"Indiana","Decatur County",4,25895,25264,109,51,243,6,25434,461
"4.94887",18,33,"Indiana","DeKalb County",4,42413,41493,179,115,217,17,41365,1048
"4.95020",18,35,"Indiana","Delaware County",4,117797,105447,8271,318,1350,62,115560,2237
"4.95153",18,37,"Indiana","Dubois County",4,42193,41412,170,102,214,24,39585,2608
"4.95286",18,39,"Indiana","Elkhart County",4,198480,178992,11915,1173,2079,152,169926,28554
"4.95419",18,41,"Indiana","Fayette County",4,24163,23466,345,37,85,0,23918,245
"4.95552",18,43,"Indiana","Floyd County",4,74975,68620,3924,237,762,22,72906,2069
"4.95685",18,45,"Indiana","Fountain County",4,17130,16806,57,55,44,10,16741,389
"4.95818",18,47,"Indiana","Franklin County",4,22997,22660,60,35,71,2,22763,234
"4.95951",18,49,"Indiana","Fulton County",4,20751,20067,164,163,111,5,19835,916
"4.96084",18,51,"Indiana","Gibson County",4,33540,32099,647,92,152,4,33054,486
"4.96217",18,53,"Indiana","Grant County",4,69669,62486,4886,263,459,25,67072,2597
"4.96350",18,55,"Indiana","Greene County",4,33119,32568,65,97,111,7,32783,336
"4.96483",18,57,"Indiana","Hamilton County",4,283213,252744,10701,592,14431,151,273160,10053
"4.96616",18,59,"Indiana","Hancock County",4,70360,67279,1488,183,603,23,69099,1261
"4.96749",18,61,"Indiana","Harrison County",4,39237,38404,198,97,155,11,38604,633
"4.96882",18,63,"Indiana","Hendricks County",4,148613,134614,7985,406,3358,81,143973,4640
"4.97015",18,65,"Indiana","Henry County",4,49343,47361,1141,80,168,6,48616,727
"4.97148",18,67,"Indiana","Howard County",4,82888,73966,5824,315,836,29,80578,2310
"4.97281",18,69,"Indiana","Huntington County",4,37171,36247,190,160,183,19,36472,699
"4.97414",18,71,"Indiana","Jackson County",4,42920,41488,346,103,472,55,40394,2526
"4.97547",18,73,"Indiana","Jasper County",4,33402,32609,252,93,136,12,31559,1843
"4.97680",18,75,"Indiana","Jay County",4,21376,21026,68,31,85,2,20768,608
"4.97813",18,77,"Indiana","Jefferson County",4,32298,30955,616,82,227,9,31548,750
"4.97946",18,79,"Indiana","Jennings County",4,28196,27572,241,33,71,6,27593,603
"4.98079",18,81,"Indiana","Johnson County",4,141767,134404,1916,384,3056,72,137233,4534
"4.98212",18,83,"Indiana","Knox County",4,38468,36615,1063,85,270,13,37817,651
"4.98345",18,85,"Indiana","Kosciusko County",4,77389,74854,645,283,801,31,71599,5790
"4.98478",18,87,"Indiana","LaGrange County",4,37491,36892,137,89,125,4,36140,1351
"4.98611",18,89,"Indiana","Lake County",4,494820,348397,128991,2441,6774,266,410265,84555
"4.98744",18,91,"Indiana","LaPorte County",4,111187,95819,12213,415,589,22,104923,6264
"4.98877",18,93,"Indiana","Lawrence County",4,46088,44957,205,160,247,13,45474,614
"4.99010",18,95,"Indiana","Madison County",4,131051,116798,10944,482,608,58,126718,4333
"4.99143",18,97,"Indiana","Marion County",4,910798,613177,249261,4573,20158,692,824522,86276
"4.99276",18,99,"Indiana","Marshall County",4,46981,45720,297,142,257,30,42860,4121
"4.99409",18,101,"Indiana","Martin County",4,10338,10172,25,31,31,0,10255,83
"4.99542",18,103,"Indiana","Miami County",4,36585,33778,1682,330,144,12,35670,915
"4.99675",18,105,"Indiana","Monroe County",4,140339,123922,4700,446,8010,81,136067,4272
"4.99808",18,107,"Indiana","Montgomery County",4,38343,37150,395,135,225,10,36607,1736
"4.99941",18,109,"Indiana","Morgan County",4,69206,67781,227,214,293,19,68306,900
"4.100074",18,111,"Indiana","Newton County",4,14129,13825,83,46,40,15,13370,759
"4.100207",18,113,"Indiana","Noble County",4,47460,46350,288,145,191,19,42873,4587
"4.100340",18,115,"Indiana","Ohio County",4,6084,5984,26,12,21,0,6021,63
"4.100473",18,117,"Indiana","Orange County",4,19916,19340,196,70,64,2,19696,220
"4.100606",18,119,"Indiana","Owen County",4,21516,21091,73,70,73,2,21313,203
"4.100739",18,121,"Indiana","Parke County",4,17123,16529,376,74,38,4,16906,217
"4.100872",18,123,"Indiana","Perry County",4,19469,18687,526,36,78,4,19247,222
"4.101005",18,125,"Indiana","Pike County",4,12755,12563,50,32,27,5,12625,130
"4.101138",18,127,"Indiana","Porter County",4,165442,154692,5455,608,2154,55,150889,14553
"4.101271",18,129,"Indiana","Posey County",4,25680,25062,236,47,88,4,25428,252
"4.101404",18,131,"Indiana","Pulaski County",4,13280,12996,95,41,35,3,12934,346
"4.101537",18,133,"Indiana","Putnam County",4,37882,35494,1553,113,309,15,37255,627
"4.101670",18,135,"Indiana","Randolph County",4,26005,25431,145,93,66,9,25219,786
"4.101803",18,137,"Indiana","Ripley County",4,28719,28129,87,67,163,7,28260,459
"4.101936",18,139,"Indiana","Rush County",4,17317,16930,151,35,55,6,17124,193
"4.102069",18,141,"Indiana","St. Joseph County",4,266756,217902,34947,1381,5531,260,246697,20059
"4.102202",18,143,"Indiana","Scott County",4,23945,23511,69,52,138,19,23590,355
"4.102335",18,145,"Indiana","Shelby County",4,44355,42925,514,114,280,59,42694,1661
"4.102468",18,147,"Indiana","Spencer County",4,21056,20620,143,52,77,0,20527,529
"4.102601",18,149,"Indiana","Starke County",4,23219,22738,89,97,57,0,22402,817
"4.102734",18,151,"Indiana","Steuben County",4,34058,33214,224,109,191,14,33023,1035
"4.102867",18,153,"Indiana","Sullivan County",4,21246,19953,951,59,48,1,20919,327
"4.103000",18,155,"Indiana","Switzerland County",4,10567,10370,55,29,23,5,10405,162
"4.103133",18,157,"Indiana","Tippecanoe County",4,175485,152177,7599,642,11679,94,162023,13462
"4.103266",18,159,"Indiana","Tipton County",4,15846,15568,47,37,64,5,15448,398
"4.103399",18,161,"Indiana","Union County",4,7477,7309,39,27,20,3,7388,89
"4.103532",18,163,"Indiana","Vanderburgh County",4,180285,156817,16675,502,2117,148,176209,4076
"4.103665",18,165,"Indiana","Vermillion County",4,16112,15853,38,40,34,5,15954,158
"4.103798",18,167,"Indiana","Vigo County",4,108321,96026,7627,398,1940,41,105783,2538
"4.103931",18,169,"Indiana","Wabash County",4,32581,31656,222,220,145,6,31852,729
"4.104064",18,171,"Indiana","Warren County",4,8474,8345,18,14,42,6,8380,94
